15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,1,0,0,15,15,15,15,0,0,0,0,12,0,12,0,0,0,0,0,0,0,15,0,0,0,0,15,15,15,15,15
15,15,0,0,15,15,15,6,0,0,0,0,12,0,12,0,0,0,0,0,0,15,0,0,0,0,0,0,15,15,15,15
15,0,0,0,15,15,0,0,0,0,0,0,12,0,15,0,15,15,15,15,15,0,0,0,0,0,0,0,0,15,15,15
15,0,0,15,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15
15,0,0,0,15,0,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,15,15
15,15,0,0,15,15,0,0,0,0,15,15,15,0,0,0,15,15,15,15,15,15,0,0,0,0,15,0,0,0,15,15
15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,12,0,0,0,0,0,0,0,0,0,15,15
15,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,15,15
15,15,15,15,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,15,15
15,15,15,15,15,5,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15
15,15,15,0,0,0,15,15,15,15,0,0,15,15,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,15,15,15
15,15,0,0,0,15,0,0,0,0,15,0,0,15,15,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,15,15
15,0,0,0,15,0,0,0,0,0,15,0,0,0,15,15,15,15,15,15,15,0,0,0,0,0,0,15,0,0,0,15
15,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,15,15,0,0,15
15,0,15,15,7,0,0,0,0,0,0,0,15,0,0,0,12,0,12,0,0,0,0,0,0,0,0,15,0,0,0,15
15,0,0,15,15,15,15,15,15,15,0,0,0,15,0,0,15,0,12,0,15,15,15,15,15,15,15,15,0,0,15,15
15,15,0,15,0,11,0,0,11,0,15,0,0,15,15,0,0,0,15,0,0,11,0,11,0,11,0,15,0,0,0,15
15,0,0,15,0,11,0,0,11,0,15,15,0,15,15,15,0,0,0,0,0,11,0,15,0,11,0,15,15,0,0,15
15,0,15,15,0,15,0,0,15,0,15,0,0,15,15,15,15,0,0,0,0,15,0,0,0,15,0,15,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,4,15,15,15,15,15,15,5,0,0,0,0,0,0,0,0,0,0,0,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
