15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,0,0,0,0,15,0,0,0,0,11,0,15,15,15,15,15,15,15,15,15,0,0,0,15
15,15,15,15,15,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,15,15,15,15,15,15,15,0,0,0,0,15
15,15,15,15,0,0,0,0,0,15,15,15,15,15,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,15
15,15,15,6,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,5,0,0,15,15,15,15
15,15,0,0,0,0,15,15,15,15,15,0,0,0,15,15,0,0,0,15,15,15,15,15,15,15,0,0,0,0,15,15
15,0,0,0,0,15,0,0,0,0,0,15,0,0,15,15,15,0,0,15,15,15,0,0,0,0,15,0,0,0,15,15
15,0,0,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,15,0,0,15,15
15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,15,0,0,15,15
15,15,0,0,15,0,0,0,0,0,0,15,0,0,0,15,15,0,0,5,0,0,0,0,0,0,0,0,0,15,15,15
15,0,0,0,15,15,0,0,0,0,15,15,15,15,15,15,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15
15,0,0,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,12,15,15,15
15,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,12,12,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,15,15,15,15,15,15,15,12,12,0,15
15,15,15,15,0,0,0,0,0,0,0,11,0,0,0,15,15,15,15,15,15,0,0,0,0,0,15,0,12,12,0,15
15,15,15,0,0,0,0,0,0,0,0,11,0,0,0,15,15,0,0,0,0,0,0,0,0,0,15,0,12,12,15,15
15,15,0,0,0,0,0,0,0,0,0,11,0,0,15,15,0,0,0,0,0,0,0,0,0,0,11,0,12,12,0,15
15,3,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,4,0,0,0,0,0,0,0,0,11,3,15,12,0,15
15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,15,15,15,15,15,15,15,0,11,0,0,12,0,15
15,0,15,15,15,15,15,15,15,15,15,15,0,0,0,0,15,0,0,0,0,0,0,15,15,0,11,0,0,12,0,15
15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,7,0,0,0,15,0,15,0,0,15,0,15
15,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,15
15,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15,0,0,0,0,0,0,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,15
