15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,15,15,0,0,0,0,0,0,0,11,3,11,0,11,0,11,0,0,0,0,0,0,3,0,0,15,15,15,15
15,15,15,15,0,0,0,0,0,0,0,0,11,0,11,0,15,0,11,0,0,0,0,0,0,0,0,0,0,15,15,15
15,15,15,0,0,15,15,15,15,0,0,0,11,0,15,0,0,0,15,0,0,0,0,15,15,15,15,15,0,0,15,15
15,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,15
15,0,0,15,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,15,15
15,15,0,0,0,0,0,0,0,0,0,15,15,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15
15,0,0,15,15,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
15,0,0,0,0,15,15,15,15,15,15,15,0,0,0,0,0,15,15,15,0,0,15,15,15,15,15,0,0,0,15,15
15,15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,15,0,0,0,15,0,0,0,0,0,15,15,0,0,15
15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,15,15,0,0,0,0,0,0,0,0,15,0,15
15,0,0,15,15,15,15,15,15,15,0,0,0,0,0,15,0,0,0,15,0,0,15,15,15,15,15,0,0,0,15,15
15,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,15,0,0,15,15
15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,0,0,0,15,0,0,15,15
15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,15,15,15,15,0,0,0,0,0,0,15,0,15,15,15
15,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,15,15,15
15,5,0,0,0,0,0,0,0,0,15,0,0,0,0,15,15,0,15,15,15,15,15,15,15,15,0,0,15,15,15,15
15,15,15,15,15,15,15,15,15,15,0,0,0,0,15,15,15,0,0,11,0,11,0,11,0,15,15,15,15,15,15,15
15,15,0,0,0,0,0,0,0,15,0,0,0,15,15,15,15,0,0,11,0,11,0,11,0,0,0,0,0,0,7,15
15,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,0,0,15,0,15,0,15,0,0,0,0,0,0,15,15
15,1,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,10,10,10,10,10,10,10,15,15,15,15,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
